mirna,BC.M.002,BC.M.003,BC.M.014,BC.M.015,BC.M.017,BC.M.018,BC.M.019,BC.M.020,BC.M.022,BC.M.023,BC.M.024,BC.M.031,BC.M.034,BC.M.042,BC.M.044,BC.M.053,BC.M.057,BC.M.064,BC.M.065,BC.M.066,BC.M.067,BC.M.068,BC.M.069,BC.M.071,BC.M.075,BC.M.079,BC.M.080,BC.M.083,BC.M.085,BC.M.086,BC.M.088,BC.M.089,BC.M.091,BC.M.098,BC.M.101,BC.M.106,BC.M.112,BC.M.119,BC.M.122,BC.M.139,BC.M.144,BC.M.146,BC.M.148,BC.M.150,BC.M.163,BC.M.185,BC.M.201,BC.M.209,BC.M.218,BC.M.220,BC.M.221,BC.M.222,BC.M.223,BC.M.232,BC.M.234,BC.M.246,BC.M.247,BC.M.263,BC.M.264,BC.M.267,BC.M.269,BC.M.275,BC.M.277,BC.M.283,BC.M.298,BC.M.300,BC.M.308,BC.M.309,BC.M.318,BC.M.321,BC.M.338,BC.M.341,BC.M.355,BC.M.357,BC.M.359,BC.M.363,BC.M.373,BC.M.378,BC.M.381,BC.M.388,BC.M.371,BC.M.406,BC.M.430,BC.M.451,BC.M.457,BC.M.470,BC.M.476,BC.M.488,BC.M.493,BC.M.512,BC.M.551,BC.M.570,BC.M.579,BC.M.627,BC.M.630,BC.M.632,BC.M.709,BC.M.722
hsa-miR-106b-3p,-0.9707006,1.0168222,1.0399851,1.3336707,0.9161069,1.1587018,1.0547929,1.0671262,0.32562497,1.338288,1.8802466,1.6503111,0.3117828,3.9583926,1.5734438,0.50447786,1.4453166,1.1902055,0.67601764,1.0592899,1.3028101,0.24954824,1.7246125,2.151309,1.594097,0.8999675,0.058898754,-0.025373952,1.4233576,1.7493879,1.423927,0.7731402,0.8088392,1.082481,0.96029204,1.6212412,1.7548059,-0.24889027,1.6308889,2.1995637,2.4451046,3.2327204,2.0925536,2.257971,0.64027894,2.4584095,2.622316,0.37458742,1.3779029,0.6482657,1.663292,1.5366186,0.82044894,1.4181114,0.82945424,2.1474152,3.2576485,1.0293818,1.3264031,1.4584411,1.601569,0.4425401,0.49508718,1.56018,2.024722,0.9434521,0.50410175,1.1679592,1.1258664,2.4795232,0.59428567,0.05448409,2.8646677,0.44082278,0.87159854,1.1480234,1.5915927,0.6946916,1.5418947,0.65893644,2.475502,0.72449327,1.4153082,2.1123354,1.1366358,2.0644546,3.8079345,1.4851369,0.18607613,0.8705424,0.4132005,0.6255205,0.41264,0.24104063,3.2710745,0.8899732,1.4437222,1.1188663
hsa-miR-107,10.175243,12.207516,11.473105,11.08063,11.097108,11.483587,11.132725,11.253402,10.786736,11.1525545,11.8441,11.081358,11.259278,11.184033,10.820761,11.093966,10.844407,10.838106,11.126043,11.1538105,11.706054,11.498704,10.911571,10.775186,10.956948,11.714436,10.680285,11.022134,12.131396,10.815609,10.876531,11.226367,11.009958,12.685484,11.104228,11.812365,11.45256,11.123564,10.769504,12.813775,12.059059,11.085376,11.587688,11.715158,12.062099,10.689962,11.155146,10.729562,10.055159,11.721645,10.700543,11.470224,11.513659,11.443271,11.708088,11.528446,10.463532,12.312069,11.601272,11.012693,10.924085,11.687802,10.965112,11.453358,10.850905,11.191307,11.190065,13.373428,11.976811,11.477157,11.178672,10.808416,10.204073,12.539987,10.944941,11.305525,11.427674,11.587676,11.638645,11.491732,11.127168,13.439666,11.440828,11.0573435,11.248024,12.396497,11.397844,11.277111,10.863091,10.945026,10.557193,11.052831,10.505382,9.785371,11.493499,11.917347,11.131429,11.322894
hsa-miR-10a-5p,8.859308,11.224831,8.524876,8.373759,8.79623,7.4917445,10.353053,10.25671,8.777498,9.446388,9.470915,9.123414,9.892084,8.57293,9.142316,8.635834,10.046655,8.921474,8.426961,11.440228,7.826968,12.523613,8.122354,7.803955,9.327125,9.6089,9.413669,9.122947,9.038417,8.929768,7.6802044,11.269436,8.258638,8.751589,10.15072,8.569023,8.385627,9.136146,12.904993,12.083668,9.768261,9.223899,7.460667,12.534566,9.734307,7.348883,6.9386044,8.638659,8.221566,11.284227,7.800815,10.700561,7.27916,10.091055,8.546192,7.1539955,8.866558,8.126982,10.505975,7.123757,10.687795,9.4166355,6.5867524,10.297462,8.458495,8.783013,10.19276,14.092445,9.952576,7.4342747,9.694435,9.55539,7.0952115,8.177606,9.348369,9.060511,9.115438,9.1987295,9.617489,10.699238,11.378021,9.292569,9.357783,9.325351,8.8944435,8.788816,11.83666,8.891911,9.139711,9.095652,9.327921,8.431046,8.038912,7.7732677,8.152269,8.010086,6.8641872,10.145834
hsa-miR-10a-3p,1.7616373,4.362711,1.8532237,1.7851033,1.9881588,0.7036492,3.7091675,3.3822098,1.4883547,1.861808,1.8789457,2.222626,2.4444387,1.4019687,1.4989562,2.1770203,2.8998132,2.3791976,1.2425263,4.961411,0.40611857,5.704359,1.7222979,0.9627778,2.134556,2.4364614,2.0520167,2.0616794,1.9508305,2.2961683,2.0092814,4.716068,0.8090382,1.0818594,3.124939,1.9049748,1.3457961,1.887905,6.0607634,5.189806,3.0782006,3.2970421,1.0451702,5.766352,2.489109,1.4353017,0.7200457,1.4358132,2.1955237,4.258,0.62900436,3.9537644,0.47488356,3.6749525,1.6675798,1.2066799,1.6134143,1.399666,3.4287057,1.1885202,4.747931,2.762271,0.48869884,3.5119205,0.98548585,1.6340253,2.9513369,7.4404464,2.701499,0.491755,2.6440089,2.3781748,2.8645072,0.5192529,2.307811,1.9070249,1.5736834,1.4681726,2.4437234,4.02128,5.169013,2.1633115,1.8309555,2.29869,1.9997758,1.1265339,5.5380406,1.5372435,2.2389836,1.5211339,1.4923223,1.4109468,1.4743589,1.5561874,0.6696168,0.89246714,1.4589182,3.1924098
hsa-miR-10b-5p,10.154169,10.093523,9.948432,8.804281,9.361322,8.631118,9.413649,10.296247,9.466668,10.843661,10.278539,9.267544,10.905575,9.706092,10.163974,8.17126,9.9056425,9.59018,9.939514,10.682832,8.950333,10.565677,8.385713,8.769332,9.592983,10.303352,10.347032,10.34332,10.460759,9.965884,7.9144497,10.124348,9.277077,10.095674,9.742577,9.490797,9.577853,10.410823,12.065926,10.093653,11.248204,8.650872,8.565214,11.032282,10.691586,8.028455,8.976805,10.693005,8.320034,9.80988,9.127494,10.255547,9.127118,9.833982,9.260085,7.972769,9.223567,8.865687,9.887252,8.9268265,8.9279785,10.4849825,8.346157,9.224682,9.102073,9.721591,9.697837,11.781152,9.894608,8.413667,9.973795,10.579042,7.79934,8.784684,10.691249,9.840378,10.680426,10.297317,10.294216,10.069596,10.308106,9.974278,11.2140045,11.284732,9.950551,9.629282,9.836234,10.061437,9.898712,9.9538145,10.546889,9.315037,8.628531,8.744231,9.449263,8.685779,8.303965,11.268839
hsa-miR-10b-3p,3.6950417,2.9755554,3.9992874,2.959859,2.9856522,1.6876295,3.003312,3.5878608,2.7702675,4.105868,3.424866,2.0772607,3.8167522,3.0128694,3.274041,1.4892256,2.971424,2.9652045,3.3175876,3.797069,2.8788226,3.3173444,2.7827542,2.8996568,2.883951,3.595326,3.7330916,3.701237,3.9464295,3.366566,2.5695634,3.1009102,2.531095,3.5625517,2.856187,2.761368,3.3161237,3.5099285,5.124388,2.6226244,4.7320175,3.0588164,2.7078347,4.0251694,3.9037611,2.484121,2.468254,4.2141314,2.6559525,2.7748601,2.4569995,3.3887312,3.5105987,3.4140317,2.7115126,1.9455161,2.138382,2.9703908,2.8507988,2.3876607,3.05306,4.336743,1.5437571,2.4139364,2.3543332,3.1178615,2.5631266,4.1245213,3.1232204,1.5251516,3.5840566,4.0803657,3.364281,2.8396556,4.041908,2.993541,3.8805616,3.3857784,3.4944732,3.2138698,3.4018269,3.2296588,4.4599104,4.5126224,3.0927608,2.7416408,2.4133942,3.6884983,3.3166091,4.9293222,3.6885328,2.9782693,2.974156,3.3611002,2.51846,2.234739,1.9431319,4.6154466
hsa-miR-1224-5p,7.704578,6.7210517,7.3892517,7.5420327,8.338235,6.4123106,7.6555104,7.1035576,7.467193,6.755671,6.3999877,6.711934,6.603645,7.2696624,7.2132792,6.5873384,6.4916377,7.6788507,7.14442,7.002196,7.350657,6.8195124,8.26294,8.105922,7.542666,6.015058,6.70761,7.4891386,6.343637,6.7200575,7.6406345,6.9617214,7.0003543,7.0050073,7.170644,7.1264687,8.116058,5.5483813,7.2106547,7.5078235,7.992772,7.1061544,7.2275076,7.346168,7.111034,7.5178375,7.8840575,7.259679,7.85631,7.651976,7.096997,7.0574994,7.525634,7.8315883,7.284802,7.133151,7.1320662,7.3544183,6.91332,7.382854,7.7897005,6.5421166,6.2296743,7.3827605,6.5811486,7.2182302,7.120467,6.612488,7.04106,6.1448355,7.4392724,7.684986,7.692997,8.274654,7.745046,7.540738,6.1936107,7.9479713,6.9944744,7.463744,7.598137,6.5545106,6.6561728,6.903506,6.660002,7.8707833,7.1972547,7.373275,7.156684,6.517292,7.7937107,8.589472,8.602558,8.667013,6.593085,7.559861,6.03067,6.209975
hsa-miR-1225-3p,3.6237712,4.0322995,4.787238,4.895079,4.541575,4.3348875,4.646731,4.434501,4.314128,4.435798,4.5015993,4.072091,3.9207332,4.4185805,4.2866898,3.738062,4.695569,4.027802,4.340514,3.5856075,3.9016066,3.8309453,5.413172,4.6372843,5.3890576,4.4480243,3.4752293,3.9216323,4.4402514,4.024856,5.4350743,4.484419,4.244181,4.5483694,4.1317186,4.880044,4.7385373,3.2472198,5.088547,4.3099504,4.3927827,5.016728,4.6908703,4.1012096,4.2960043,4.92621,4.6915255,4.019718,3.8092682,4.1063724,3.6641176,3.8230202,4.0628557,4.235194,4.2843876,4.9089203,4.3878884,4.8937583,4.8616266,4.6477766,4.377801,4.9941816,4.0728455,4.840233,4.0043855,4.050276,3.9870205,4.155036,3.9794092,4.35518,4.356247,4.2978687,5.9169846,4.063228,4.310852,4.0814137,3.912205,4.273731,3.813082,4.017718,4.1398134,4.1775665,4.480813,4.212302,4.475612,4.31109,4.038744,4.9221144,3.7050924,4.031073,4.82345,4.7297177,4.2482276,5.0990767,4.357912,4.7935057,4.07438,4.515018
hsa-miR-1225-5p,11.110916,9.472549,11.342475,11.535356,12.473028,9.645421,11.198838,10.758429,10.262962,10.238514,9.547602,9.993508,10.346901,11.292657,10.39992,10.337974,9.935366,10.799734,10.559865,10.389393,11.374895,10.919651,11.875711,12.35369,10.91888,9.190524,10.869267,11.66074,9.873014,10.116357,11.813608,10.49951,10.33712,10.237404,10.639248,10.970023,11.61182,9.157938,11.153573,10.29754,10.599686,10.735194,10.860143,10.516309,10.582644,10.296215,11.085616,10.433117,10.169793,11.184653,10.359972,10.013452,10.178498,11.166539,10.246191,10.202956,10.962751,11.450851,10.635134,10.909952,12.117386,11.06936,10.489514,11.132219,10.147725,11.854176,10.266428,9.956109,9.955551,9.111479,11.739123,11.9465475,12.781189,11.319755,11.754334,10.714988,10.266584,11.432586,10.735113,11.212093,11.539184,9.445702,10.673707,10.402509,10.95926,10.440235,10.042692,11.288529,10.67501,10.684915,12.13756,12.347347,11.962916,12.33402,10.098064,11.409638,9.408107,10.112306
hsa-miR-1226-5p,5.579786,5.479247,7.3870444,7.18628,7.7952003,4.506541,5.5941563,6.9436173,5.375271,4.602327,4.6143208,4.597751,4.779471,5.271324,4.9916883,4.5800624,4.8265257,7.2919474,6.0850363,4.8351235,5.3745356,4.8937054,6.0988007,6.624837,5.711676,4.1169147,4.855419,5.8242707,4.4806776,4.282788,5.818753,5.006099,6.3666596,4.6932597,4.6970468,5.2781687,5.8200235,3.9390514,5.2548833,5.1018295,5.6915803,5.197727,6.1318645,5.3447814,5.2283635,5.6902413,5.768018,6.0914693,5.8697762,5.453388,4.9829025,4.685337,5.92129,5.8294387,6.164771,5.1669765,5.105322,5.294203,4.9549932,5.495577,6.2338395,6.519292,4.4421134,5.523872,4.788652,7.0281076,4.899809,4.4545946,4.549145,4.280865,6.0176578,7.519276,6.643551,6.154658,5.912259,5.09937,4.5981007,5.7071643,4.818982,5.393396,5.701248,4.443267,5.1074104,4.8513885,5.055823,5.4777865,5.3211246,5.6385,5.088122,4.885008,6.1473107,6.746204,7.6988606,6.3963814,4.7973056,5.5911098,5.227898,4.5758104
hsa-miR-1227-3p,2.089805,2.4964693,2.2908053,2.8505998,1.5862496,1.7179592,1.6962962,2.8533068,2.4025273,1.6916841,2.138256,1.3160956,0.8589002,2.8146474,1.5901406,1.3596977,1.4325402,1.4838839,3.415852,1.5937127,2.198924,0.7657709,2.4048116,1.8818519,2.26239,0.8595954,2.3342164,1.9674947,1.7806327,1.2690021,1.724604,2.6674678,2.5621283,1.510994,0.19047758,2.72834,2.7528074,0.81692445,3.3290567,1.5651336,2.0591028,2.2144043,2.2826357,1.8426273,2.0954685,3.0664585,3.3757648,0.5724627,0.41799864,3.2618096,0.5946747,0.005792084,4.177295,3.0085368,3.3209884,1.7086043,3.0073318,1.8225266,2.3904514,1.6094346,1.4653536,3.09505,2.7853913,3.1690242,1.5347356,2.3096936,2.4742754,2.585983,2.9705632,1.8243942,2.0144272,2.2919965,6.2760763,1.1628373,1.4233838,1.7578175,1.4134523,2.096641,1.6818665,2.3738353,1.8406308,3.6749885,4.2467923,2.6453192,2.0323982,2.7275162,0.25787494,4.1879287,1.0595052,1.9603763,1.6124682,3.3013191,2.1384985,4.0527015,1.771316,2.4927342,5.1381793,4.8043637
hsa-miR-1228-3p,5.111275,5.0125475,5.855901,6.026627,5.7955546,5.3556576,5.742601,5.6019535,5.3877773,5.5764184,5.3192625,5.029537,4.868766,5.6546416,5.3386397,5.0100207,5.6474385,5.191171,5.307385,4.856625,5.2899227,4.973037,6.5428805,5.865447,6.339646,5.414191,4.7897754,5.4126534,5.5363708,5.1426206,6.4846945,5.435435,5.4958653,5.559235,5.3513184,5.997694,6.061841,4.4496074,6.084068,5.290668,5.6156397,6.1368012,5.7003627,5.1363263,5.262841,6.042129,5.6288323,5.150105,4.938337,5.33528,4.7940087,5.0869017,5.0815024,5.4065366,5.201722,5.968843,5.477203,6.066137,5.9929605,5.8442936,5.7226167,5.7732353,5.3279667,6.2303805,5.1124935,5.3693757,5.0827575,5.4105573,5.134311,5.268148,5.533562,5.313921,6.9422827,5.2565217,5.355107,5.270138,5.14847,5.1183157,4.807045,5.32077,5.4601994,5.3629837,5.5280027,5.33113,5.650614,5.3015985,5.227376,6.079227,4.794149,5.174169,5.798916,5.800816,5.1548424,6.0140076,5.440592,5.8142505,5.059137,5.6419344
hsa-miR-1228-5p,3.3574483,2.3176622,2.3408217,2.3871815,3.0011172,1.3644054,2.3629608,2.6044407,2.7558658,1.3983363,1.1291243,2.2352345,1.3419186,2.9233818,2.0965893,1.6385103,1.9753464,3.0837786,3.3759692,2.9251556,2.5330653,0.8901804,2.8847156,2.935784,1.7323792,1.0424153,1.8737237,1.7391001,0.91434276,0.57736427,3.706073,1.69622,2.1515734,1.2956667,0.5698812,2.2222192,2.373965,0.41691205,1.9186178,2.2234347,2.7778933,2.4171464,2.393287,2.763915,2.2877269,3.3564553,3.2992005,3.0329168,4.1474767,1.6897078,2.8685262,1.493281,4.036983,3.4246144,3.903367,3.1959157,1.8852687,2.4736915,2.2459404,2.7336953,2.6006336,2.451026,1.0201699,2.4924433,1.8577191,2.0659957,3.1539774,1.0362555,2.4828992,1.872942,1.7078792,2.4545562,3.1221695,2.968091,2.1545527,2.5953746,0.47052234,2.9776013,2.0667956,2.0492308,2.0827286,2.5769067,1.8526686,1.9216241,2.7021084,2.7878985,1.9837444,3.008775,2.2581468,2.1016517,2.2952952,4.3802676,4.1368213,4.659882,2.5766494,2.559727,3.1628995,2.6057165
hsa-miR-1229-3p,2.6621022,2.7628837,3.2446165,3.3432806,3.1374173,2.636155,3.1139898,3.1135924,2.7342484,2.546023,2.8358123,2.6713781,2.5301723,3.1616874,3.0978985,2.6504672,2.9313865,3.0693903,3.2327676,2.5213318,2.7180104,1.846134,4.2554355,3.4039505,3.7724538,2.8121965,2.0726523,2.6248524,2.4645302,4.220083,3.2783577,3.3470933,2.2514145,3.0938668,2.2531548,3.4283206,3.1816728,1.7970859,3.633775,2.9231577,3.0994728,3.7457712,3.114213,2.6845675,2.9053974,3.8359125,3.6173317,2.6720073,2.319832,2.957161,2.4294112,2.2332084,4.254083,2.8361359,3.6396613,3.338346,3.6216774,3.6023774,3.2969441,3.2129626,2.8582537,3.3177855,2.722574,3.1656916,2.766455,2.9479363,2.453093,2.6091602,2.7038753,2.860721,2.5165455,3.068853,4.9564476,3.0368118,2.754802,2.678455,2.9280665,3.1162426,2.1712687,2.7173846,2.8480742,3.154192,3.3232784,2.7128773,3.094093,2.5998757,2.6599867,3.6823277,2.8029106,2.7717173,3.0057535,4.835336,3.487263,3.9782383,2.8479743,3.4907813,3.8637052,3.61746
hsa-miR-1234-3p,4.7499623,5.397927,5.6798043,6.1526957,5.0548887,5.106717,5.457177,5.6847434,5.2886095,5.3935575,5.3915534,4.902143,4.7916226,5.346411,5.351131,5.516575,5.772659,5.2026105,5.762808,4.562669,4.693532,4.4876976,6.18722,5.0351853,6.860389,5.410922,4.555753,4.6989174,5.8101387,4.927188,5.9767385,5.2214212,5.145422,6.101698,4.7936254,5.89756,5.532623,4.341112,5.988948,5.2885575,5.5981703,5.868925,5.657379,5.44154,5.3054957,6.2354946,5.7357097,4.7626166,4.6445856,5.041311,4.6986213,4.5598264,6.046943,4.837129,5.7906866,5.8292327,5.354817,5.7410326,5.759107,5.4428535,5.0477114,5.8219733,5.5091996,5.9829955,4.9246955,4.8334928,5.3165345,5.3454714,5.389371,5.4395537,5.06727,5.069944,7.022461,4.929558,4.779632,5.153707,4.931166,5.1424847,4.4789987,5.0231543,4.964654,5.8628936,5.5344634,5.220216,5.361239,5.0781345,4.7069707,6.072935,4.795386,5.0981894,4.953391,5.2528095,5.104153,5.907258,5.253467,5.604108,6.2042403,6.1130023
hsa-miR-1237-3p,2.4631205,2.4432204,3.4883847,3.7212412,3.1170475,3.2712016,3.559237,3.2241666,3.166255,3.4035614,3.3324304,2.8386133,2.857547,3.3262703,2.9510465,2.6412163,3.3445225,2.8258033,2.9357235,2.625531,2.7308643,2.607966,4.63368,3.5298798,4.5931945,3.5399995,2.0090575,2.9216797,3.420797,2.7659411,4.3365836,3.4564798,2.8296158,3.4532056,2.996927,3.9801257,3.7922704,2.0649765,3.958546,3.1759093,3.4039266,4.0815,3.446975,2.6765296,3.0732048,4.1365795,3.604044,2.6282504,2.6283956,2.7879183,2.4574392,2.7515938,2.809128,3.0919082,3.0964217,3.894578,3.4321492,3.9409463,3.8404896,3.735081,3.3667433,3.3322158,2.98455,3.64487,3.056447,2.8137236,2.9552376,2.9688382,2.901695,3.12655,2.8245802,2.91648,4.622898,2.8255327,3.0680556,2.9620314,2.8775296,2.788186,2.5654008,2.8030035,2.9992554,3.3621335,3.2787478,3.2241797,3.3716338,2.9223175,2.8737245,3.7268867,2.5424051,2.8793094,3.4205577,3.5645618,2.9145653,3.9268517,3.3462076,3.2302613,2.8359962,3.7045002
hsa-miR-1238-3p,3.2730865,4.0677805,4.660794,4.7914557,4.1235127,4.1698184,4.262709,4.4080124,3.9169075,4.303906,4.2217436,3.8078456,3.6823533,4.1915183,3.8622842,3.4776573,4.531096,3.8180263,4.1773634,3.3654332,3.7245371,3.5201843,5.485515,4.232914,5.4231696,4.548823,3.163075,3.5580258,4.4573593,3.8656557,5.2961607,4.303492,3.9828782,4.757199,3.882177,4.8887563,4.5361805,3.2741802,4.952193,3.9915938,4.2060385,5.0130706,4.5376616,3.8648884,3.888947,4.821738,4.4320345,3.6216853,3.5432904,3.6096437,3.3513808,3.7207718,3.768198,3.7589962,4.134481,4.9713464,4.263275,4.8173895,4.9299765,4.574197,3.936613,4.4594274,4.0120487,4.5929193,3.91102,3.8805213,3.8586564,4.2819724,3.825248,4.319823,4.2995243,3.9104025,5.8611536,3.806089,3.8608465,3.8779101,3.9005234,3.4652004,3.4751563,3.5912914,3.8549962,4.236951,4.468838,4.168568,4.348972,3.725984,3.8052824,4.913418,3.3398411,3.9517214,4.355721,4.5387583,3.4669611,5.499255,4.2492948,4.4836574,4.372968,4.5929856
hsa-miR-125a-3p,6.961917,5.843912,7.0882044,7.215584,7.3245325,5.45049,7.064795,6.6048436,6.2092776,6.1124024,5.7687283,5.897052,5.546327,6.440855,6.5002117,5.374703,5.5089893,6.823125,6.157365,6.473829,6.60846,6.1729155,7.669246,7.7620964,6.455904,5.391641,5.408257,7.1060205,5.388551,6.374034,7.6397038,6.1057878,6.2170806,5.9374003,6.1585627,6.7755075,6.9187603,4.93173,8.433494,6.300076,6.465832,6.9037304,6.295706,6.077603,5.9634895,7.095071,6.8694115,6.271785,8.449656,5.7887573,5.8958797,5.9663205,6.0377817,7.600596,5.7065034,6.6579576,6.5831175,7.0708003,5.866041,6.390137,8.439117,6.392883,5.6460257,6.5262237,5.7024927,6.2685256,6.233568,5.7310977,5.3362007,5.291303,6.7798257,6.8647017,8.8700905,6.604114,6.915106,6.3791013,6.0099344,5.8190184,6.0164175,6.6634884,7.078345,6.0992184,6.055279,6.323985,6.542323,5.81334,6.605322,6.9753475,6.0513005,6.5859194,7.587279,7.919497,6.666408,8.921695,5.572259,6.711706,5.011945,5.636035
hsa-miR-125a-5p,7.938901,9.849999,8.768077,8.610981,9.042799,8.8963,8.459463,9.380328,8.588584,9.343696,9.417703,9.459776,9.234284,8.765896,8.974121,6.5165515,7.5053997,8.118161,9.466834,9.037372,8.013168,8.904701,8.905749,7.633135,8.281518,9.0445795,7.6227355,8.6632185,9.417036,9.031587,7.703087,8.7038765,7.2419147,10.293941,8.995698,9.269218,9.064661,8.814945,9.021745,10.204144,9.474639,8.762184,8.932561,9.355461,9.3054085,8.349876,8.949952,8.77495,7.848231,8.736364,7.3085594,8.612429,8.627743,8.126702,9.20888,8.559022,9.181278,8.939412,9.343112,7.355136,7.8075624,8.780224,8.331668,8.12757,8.513731,8.786592,8.810604,10.052893,9.467241,8.159422,8.864993,8.330767,8.592286,8.668463,8.934425,9.563524,9.283558,9.505417,9.390865,9.0794735,8.78605,10.320775,8.944602,9.249435,8.402083,9.2567215,9.63094,9.147172,8.981147,8.361991,8.728369,8.771842,7.387294,6.38627,8.011242,9.717161,8.353388,8.679359
hsa-miR-125b-5p,12.520754,11.945993,12.079399,11.492458,12.433471,11.263421,11.322208,13.432285,11.850698,12.6614275,13.253222,12.533698,13.42151,12.15754,12.866607,10.484612,11.147092,12.501997,11.73382,12.776937,11.843747,12.264894,11.916595,11.3159,12.475555,12.173898,13.145368,12.885105,11.725204,12.2576275,11.010652,12.174336,11.397725,11.975427,13.034063,12.124561,11.698689,13.02204,12.46055,11.463105,11.294061,11.228921,10.510472,11.654765,12.948795,10.383718,11.921184,11.943386,10.64407,11.458749,11.935931,12.411983,9.878744,10.733915,11.165123,11.946488,11.632758,11.388189,12.236836,11.096881,11.990017,12.0407505,11.85478,11.683204,11.421471,12.455842,11.304631,11.676702,11.766633,10.452032,12.399364,12.6824,11.608811,11.522422,12.905662,12.336463,13.54723,12.811435,13.266673,12.861263,12.583361,12.058908,12.64288,13.0508375,12.327408,12.141733,11.951495,11.952791,12.658475,13.059207,13.0934105,12.088699,11.180055,11.8036785,11.856837,11.421839,11.795322,10.991545
hsa-miR-125b-1-3p,1.5703393,0.95415956,1.2379353,1.6532453,2.14753,0.70361006,1.0355873,1.0617568,0.20509638,1.2749608,0.5329979,0.66512597,-0.2604425,0.31220633,0.65781105,-0.13196178,1.1913307,1.1180568,0.67734295,0.60053,-0.22943662,0.24706641,1.7325783,3.309918,1.5901154,0.7599885,-0.21854994,2.0218046,0.8903897,0.88788307,1.7610909,0.8984121,0.80246055,1.0798458,1.0240592,1.4207367,0.6208363,-0.44712454,4.080173,0.4710882,0.5210149,1.5793693,0.8443649,0.018664071,0.6344856,0.8283037,0.7258029,0.36756274,0.5713812,0.22015436,-0.40182388,-0.004132465,0.2041332,1.5211754,0.50332314,1.2148969,0.6568212,0.84718585,1.3301625,1.1890146,3.6508763,0.9141922,0.49322316,1.3879807,0.22017609,1.2246165,0.30754954,1.0309498,0.64342535,0.3847736,1.769742,2.0566778,2.8828878,0.4965778,2.0851922,0.11594996,0.8953934,-0.15848297,0.77411824,1.3302325,1.4722388,1.1361929,1.4094744,0.6249512,1.2655295,0.19864169,-0.22707295,1.4806741,0.19496061,1.0267053,2.8187027,3.1929839,0.7681648,3.8149674,0.51168174,0.8957409,1.275464,0.7333913
hsa-miR-125b-2-3p,5.20629,4.4739466,4.8533726,4.7782974,5.1976438,4.332385,3.846944,5.6422467,4.045591,5.7709856,5.7504697,5.2077355,5.493238,4.0425634,5.606292,4.6172934,2.7585657,5.846441,4.0250845,5.022548,4.2668667,4.609705,4.95549,4.5719285,5.064448,5.3591557,5.988185,5.4326277,3.373509,4.5773315,4.827036,4.7429867,4.575204,4.5933323,5.415941,4.5996194,4.482918,5.5251656,5.8696136,4.1224585,3.9859872,4.450181,3.1240292,3.8188019,5.2909155,4.4732394,5.0322647,4.443606,4.541897,4.274514,4.366599,5.0386324,3.4755151,4.0327325,3.9465468,3.518085,4.698605,3.7592986,4.3744235,4.021577,5.019908,4.4480896,5.1433005,3.17963,4.378159,5.0092683,4.2129855,3.589122,4.3119845,3.8555703,5.2634277,5.369522,5.2667866,4.074443,5.3502107,4.714466,5.9235897,5.2667866,5.51082,5.3406954,5.787347,4.396619,5.1081553,5.388395,4.879385,5.0542846,5.183977,4.404494,5.105247,5.323175,5.5180144,5.1982136,4.5805435,5.2667866,4.8298593,3.9375954,6.209036,2.4761753
hsa-miR-126-3p,11.580934,10.885492,10.297834,10.418832,9.8147,10.8961,10.353925,11.094403,10.5530615,12.056514,10.472581,10.780962,11.875959,11.125461,11.62511,9.685227,11.3863,11.096014,12.018455,11.428287,10.818993,11.730236,10.214395,10.704675,11.475394,11.32458,10.682473,11.247895,10.876563,11.373219,10.139594,11.673815,10.5807705,11.369848,10.084639,10.999949,9.733795,11.712386,12.149807,11.242897,10.7057085,10.431447,9.460843,11.561077,11.364437,10.049011,10.038147,10.915546,9.87544,10.631611,10.664782,10.963241,9.363262,9.641994,11.556963,10.325846,10.285252,10.00848,11.891363,10.813852,9.499754,10.467237,10.132035,9.461707,10.785393,10.834222,11.360195,11.718501,11.258522,10.5209255,11.232666,11.6174555,8.95916,10.809148,11.136197,10.996254,12.12854,11.455352,10.674423,11.049603,11.409361,11.359968,11.189461,11.367158,11.382086,10.7923,10.662137,10.4737625,10.676503,10.923595,12.138581,10.907981,10.203446,10.287111,11.163404,10.307657,10.607777,10.888456
